tvBench_id,db_id,chart,hardness,query,question,vega_zero
3102@y_name@DESC,university_basketball,Bar,Medium,"Visualize BAR SELECT All_Home , SUM(Team_ID) FROM basketball_match GROUP BY All_Home ORDER BY SUM(Team_ID) DESC",Bar chart showing the sum of team IDs from each home in descending order of the y-axis.,mark bar data basketball_match encoding x all_home y aggregate sum team_id transform group x sort y desc
1210@y_name@ASC,dorm_1,Bar,Medium,"Visualize BAR SELECT gender , count(*) FROM dorm GROUP BY gender ORDER BY count(*) ASC",Bar chart showing the total number of genders in ascending order of the y-axis.,mark bar data dorm encoding x gender y aggregate count gender transform group x sort y asc
1416@y_name@ASC,flight_4,Bar,Medium,"Visualize BAR SELECT name , elevation FROM airports WHERE city = 'New York' ORDER BY elevation ASC",Bar chart showing the altitude (or elevation) of airports in the city of new york in ascending order of elevation.,mark bar data airports encoding x name y aggregate none elevation transform filter city = 'new york' sort y asc
3238@y_name@ASC,wine_1,Bar,Medium,"Visualize BAR SELECT Grape , count(*) FROM WINE GROUP BY Grape ORDER BY count(*) ASC",Bar chart showing the number of wines for each grape in ascending order of the y-axis.,mark bar data wine encoding x grape y aggregate count grape transform group x sort y asc
1543@y_name@DESC,hr_1,Bar,Extra Hard,"Visualize BAR SELECT HIRE_DATE , AVG(SALARY) FROM employees WHERE first_name LIKE '%D%' OR first_name LIKE '%S%'  ORDER BY AVG(SALARY) DESC BIN HIRE_DATE BY MONTH","Bar chart showing comparison of salaries for employees with ""d"" or ""s"" in their first name by hire date in descending order of the y-axis and binning by month.",mark bar data employees encoding x hire_date y aggregate mean salary transform filter first_name like '%d%' or first_name like '%s%' sort y desc bin x by month
383,candidate_poll,Bar,Easy,"Visualize BAR SELECT Sex , AVG(Weight) FROM people GROUP BY Sex",Bar chart showing the average weight by sex.,mark bar data people encoding x sex y aggregate mean weight transform group x
465@y_name@ASC,cinema,Bar,Medium,"Visualize BAR SELECT Openning_year , COUNT(Openning_year) FROM cinema GROUP BY Openning_year ORDER BY COUNT(Openning_year) ASC",Bar chart showing the number of cinemas open each year in ascending order.,mark bar data cinema encoding x openning_year y aggregate count openning_year transform group x sort y asc
2706@x_name@ASC,school_finance,Bar,Medium,"Visualize BAR SELECT County , sum(enrollment) FROM school GROUP BY county ORDER BY County ASC",Bar chart showing sum enrollments from each county in ascending order of county.,mark bar data school encoding x county y aggregate sum enrollment transform group x sort x asc
201,behavior_monitoring,Stacked Bar,Extra Hard,"Visualize BAR SELECT date_address_from , SUM(monthly_rental) FROM Student_Addresses GROUP BY other_details ORDER BY monthly_rental DESC BIN date_address_from BY YEAR","Bar chart showing the distribution of date address from and the sum of monthly rental in descending order of total sum and binning by year, grouped by other details.",mark bar data student_addresses encoding x date_address_from y aggregate sum monthly_rental color other_details transform sort monthly_rental desc bin x by year
1334,employee_hire_evaluation,Stacked Bar,Hard,"Visualize BAR SELECT Start_from , AVG(Employee_ID) FROM hiring GROUP BY Is_full_time BIN Start_from BY WEEKDAY",Bar chart showing the mean employee id for each full time employee binned by weekday.,mark bar data hiring encoding x start_from y aggregate mean employee_id color is_full_time transform bin x by weekday
2484,news_report,Bar,Easy,"Visualize BAR SELECT Nationality , COUNT(*) FROM journalist GROUP BY Nationality",Bar chart showing the total number of individuals grouped by nationality.,mark bar data journalist encoding x nationality y aggregate count nationality transform group x
1296@y_name@ASC,e_learning,Bar,Medium,"Visualize BAR SELECT date_of_completion , COUNT(date_of_completion) FROM Student_Course_Enrolment  ORDER BY COUNT(date_of_completion) ASC BIN date_of_completion BY MONTH",Bar chart showing the total number of completion dates from each date of completion in ascending order of the y-axis and binning by month.,mark bar data student_course_enrolment encoding x date_of_completion y aggregate count date_of_completion transform sort y asc bin x by month
2629@x_name@ASC,protein_institute,Bar,Medium,"Visualize BAR SELECT Type , count(*) FROM institution GROUP BY TYPE ORDER BY Type ASC",Bar chart showing the total number by type in ascending order of type.,mark bar data institution encoding x type y aggregate count type transform group x sort x asc
3263@y_name@DESC,workshop_paper,Bar,Medium,"Visualize BAR SELECT Author , COUNT(Author) FROM submission GROUP BY Author ORDER BY COUNT(Author) DESC",Bar chart showing the number of authors across author in descending order of the y-axis.,mark bar data submission encoding x author y aggregate count author transform group x sort y desc
1112,department_management,Bar,Easy,"Visualize BAR SELECT born_state , AVG(age) FROM head GROUP BY born_state",Bar chart showing mean age by born state.,mark bar data head encoding x born_state y aggregate mean age transform group x
2776@y_name@DESC,singer,Bar,Easy,"Visualize BAR SELECT Citizenship , max(Net_Worth_Millions) FROM singer GROUP BY Citizenship ORDER BY max(Net_Worth_Millions) DESC",Bar chart showing the maximum net worth for each citizenship in descending order of the y-axis.,mark bar data singer encoding x citizenship y aggregate max net_worth_millions transform group x sort y desc
647@x_name@DESC,college_2,Grouping Line,Hard,"Visualize LINE SELECT year , count(*) FROM SECTION GROUP BY semester ,  year ORDER BY year DESC","Line chart showing the total number over year by semester in descending order of year, grouped by semester by the x-axis.",mark line data section encoding x year y aggregate count year color semester transform group x sort x desc
3260@y_name@DESC,workshop_paper,Bar,Medium,"Visualize BAR SELECT Venue , COUNT(Venue) FROM workshop GROUP BY Venue ORDER BY COUNT(Venue) DESC",Bar chart showing the number of venues from each venue in descending order of the y-axis.,mark bar data workshop encoding x venue y aggregate count venue transform group x sort y desc
909@y_name@ASC,customer_complaints,Bar,Medium,"Visualize BAR SELECT product_category_code , avg(product_price) FROM products GROUP BY product_category_code ORDER BY avg(product_price) ASC",Bar chart showing the average prices of products for each category in ascending order of the y-axis.,mark bar data products encoding x product_category_code y aggregate mean product_price transform group x sort y asc
3204@y_name@ASC,voter_1,Bar,Medium,"Visualize BAR SELECT DISTINCT state , COUNT(state) FROM votes GROUP BY state ORDER BY COUNT(state) ASC",Bar chart showing the number of states on the x-axis in ascending order of the y-axis.,mark bar data votes encoding x state y aggregate count state transform group x sort y asc
2177@x_name@ASC,manufactory_1,Bar,Medium,"Visualize BAR SELECT Name , COUNT(Name) FROM products GROUP BY Name ORDER BY Name ASC",Bar chart showing number of names in ascending order of name.,mark bar data products encoding x name y aggregate count name transform group x sort x asc
754@x_name@ASC,cre_Doc_Template_Mgt,Bar,Hard,"Visualize BAR SELECT Template_Type_Code , COUNT(Template_Type_Code) FROM Templates WHERE version_number > 5 GROUP BY Template_Type_Code ORDER BY Template_Type_Code ASC",Bar chart showing the number of templates with version numbers later than 5 for each template type code in ascending order of template type code.,mark bar data templates encoding x template_type_code y aggregate count template_type_code transform filter version_number > 5 group x sort x asc
1766@y_name@ASC,hr_1,Bar,Hard,"Visualize BAR SELECT HIRE_DATE , SUM(SALARY) FROM employees WHERE hire_date < '2002-06-21'  ORDER BY SUM(SALARY) ASC BIN HIRE_DATE BY WEEKDAY",Bar chart showing the sum of salaries for employees hired before 2002-06-21 by hire date in ascending order of the y-axis and binning by weekday.,mark bar data employees encoding x hire_date y aggregate sum salary transform filter hire_date < '2002-06-21' sort y asc bin x by weekday
1037@y_name@DESC,customers_card_transactions,Bar,Medium,"Visualize BAR SELECT customer_last_name , COUNT(customer_last_name) FROM Customers GROUP BY customer_last_name ORDER BY COUNT(customer_last_name) DESC",Bar chart showing the total number of customers for different customer last names in descending order of the y-axis.,mark bar data customers encoding x customer_last_name y aggregate count customer_last_name transform group x sort y desc
2487@x_name@DESC,news_report,Bar,Medium,"Visualize BAR SELECT Nationality , SUM(Age) FROM journalist GROUP BY Nationality ORDER BY Nationality DESC",Bar chart showing the sum of ages by nationality in descending order of nationality.,mark bar data journalist encoding x nationality y aggregate sum age transform group x sort x desc
2990@x_name@ASC,tracking_share_transactions,Line,Hard,"Visualize LINE SELECT date_of_transaction , COUNT(date_of_transaction) FROM TRANSACTIONS WHERE transaction_type_code = ""SALE""  ORDER BY date_of_transaction ASC BIN date_of_transaction BY YEAR","Line chart showing dates of transactions whose type code is ""sale"" in ascending order of date of transaction and binning by year.","mark line data transactions encoding x date_of_transaction y aggregate count date_of_transaction transform filter transaction_type_code = ""sale"" sort x asc bin x by year"
1245@y_name@DESC,driving_school,Bar,Medium,"Visualize BAR SELECT customer_status_code , count(*) FROM Customers GROUP BY customer_status_code ORDER BY count(*) DESC",Bar chart showing the total number of customer status codes in descending order of the y-axis.,mark bar data customers encoding x customer_status_code y aggregate count customer_status_code transform group x sort y desc
1330@y_name@ASC,employee_hire_evaluation,Stacked Bar,Extra Hard,"Visualize BAR SELECT Start_from , COUNT(Start_from) FROM hiring GROUP BY Is_full_time ORDER BY COUNT(Start_from) ASC BIN Start_from BY WEEKDAY","Bar chart showing the number of starts from each is full time in each start from, ordered by total number in ascending order of the y-axis and binning by weekday, grouped by is full time.",mark bar data hiring encoding x start_from y aggregate count start_from color is_full_time transform sort y asc bin x by weekday
1299@y_name@ASC,e_learning,Bar,Medium,"Visualize BAR SELECT date_of_enrolment , COUNT(date_of_enrolment) FROM Student_Course_Enrolment  ORDER BY COUNT(date_of_enrolment) ASC BIN date_of_enrolment BY WEEKDAY",Bar chart showing the number of enrollments by enrollment date in ascending order of enrollment date and binning by weekday.,mark bar data student_course_enrolment encoding x date_of_enrolment y aggregate count date_of_enrolment transform sort y asc bin x by weekday
2844@y_name@ASC,station_weather,Bar,Medium,"Visualize BAR SELECT origin , count(*) FROM train GROUP BY origin ORDER BY count(*) ASC",Bar chart showing the total number by origin in ascending order of the y-axis.,mark bar data train encoding x origin y aggregate count origin transform group x sort y asc
1598@x_name@ASC,hr_1,Line,Hard,"Visualize LINE SELECT HIRE_DATE , EMPLOYEE_ID FROM employees WHERE salary BETWEEN 8000 AND 12000 AND commission_pct != ""null"" OR department_id != 40 ORDER BY HIRE_DATE ASC","Line chart showing employee ids, hire date, and salary for employees whose salary is between 8000 and 12000, commission is not null, and department number does not equal to 40 in ascending order of hire date.","mark line data employees encoding x hire_date y aggregate none employee_id transform filter salary between 8000 and 12000 and commission_pct != ""null"" or department_id != 40 sort x asc"
